# (c) 2013-2016, Tomás Oliveira e Silva
#
# See disclaimer in page
#   http://sweet.ua.pt/tos/hobbies.html
#
# Do not bookmark this page, because its URI may change
# in the future. Instead, bookmark its parent page:
#   http://sweet.ua.pt/tos/twin_gaps.html
#
# Count limit --- 1e16
#   g  is the gap between twin prime pairs
# F(g) is the least prime of the first twin prime
#      pair of the first occurrence of a gap of g
# T(g) is the number of times a gap of g occurs
#      with the last prime of the second prime pair
#      of a gap smaller than 1e16
# An * marks a record-holder; g is a record-holder
#      if F(u) > F(g) for all u > g; F(g) is a
#      record-holder if F(u) < F(g) for all u < g
#
# Last update made on August 5, 2013

    g             F(g)           T(g)
11400     3719900862941        604478
11406     3814204475171        190262
11412     6409138084367        515250
11418     4053151468409        446341
11424    11908153299527        339331
11430     5593435220369        508331
11436     7676917730171        245069
11442     7213063371467        418583
11448     7336958425649        363398
11454    15938581986557        247423
11460     9309045982889        612895
11466    10023025315481        343893
11472     4826633537597        348436
11478    15767384642729        475608
11484     8928105412337        220691
11490     2822522853431        574036
11496    19798515921101*       210308
11502     6992543609417        342715
11508     4828766832689        602316
11514     9434871842687        179933
11520    14247287407679        684931
11526    18647709098321        215081
11532    15327598212779        336586
11538     8371516816151        408075
11544    10178664489737        215253
11550     3139648151327       1018819
11556     4179720031841        151938
11562    13211754873659        469241
11568     7090019192939        328331
11574    12205458117527        163464
11580    11280618902219        581699
11586    24933791788151*       143226
11592     5760821418257        720569
11598     9127405980311        325071
11604     8210376679007        184279
11610     3988849457207        437766
11616     1679803100741        188515
11622     3853624290749        456578
11628    11712334650551        359879
11634    16113660558467        226708
11640     8614140928577        494834
11646    10053332680091        210147
11652    10844298754307        265996
11658     6253861857071        370420
11664    11923663652387        199420
11670     7168770201497        396522
11676     7603129716101        246252
11682     9011737903577        370523
11688    11710094007569        347095
11694    13205957874827        145947
11700     5895469664321        466537
11706    15561473484701        207479
11712    23973818733209        261552
11718     5727050896709        471486
11724    15944882382797        161114
11730     3068558021297        631088
11736    11841391117691        124860
11742    14464398920597        283189
11748     4547374437209        434574
11754    14219509603127        134708
11760     9618812807561        597123
11766    17808363258311        141659
11772    11968478680217        382408
11778    17610774834179        336969
11784    10302436097507        122613
11790    14840381120711        545768
11796    12560073771821        123928
11802    12772205594129        435323
11808     3915282942629        236894
11814     6697026471587        193938
11820    14582709220421        381612
11826     4948508205161        116708
11832     8904611063189        415705
11838    14117624824229        261347
11844    19398503186807        196820
11850    16031543980847        332814
11856     9775177116671        229978
11862    10542014967917        213222
11868    10766570257031        270191
11874     3689948741777        143930
11880    15410645462957        453217
11886    17690289285371        175079
11892    10802434433039        237991
11898    12773159238311        299971
11904     3388325077367        125337
11910     8595792841877        343857
11916     5668054644221        152745
11922     3875408141789        234168
11928    11477205237479        354742
11934     8624841215267        149939
11940     7071514236641        413033
11946    11883538453691        135316
11952    20817212313017        208247
11958     7999740485939        310345
11964     4326887306507        100880
11970     6489046168331        696940
11976    18851536901411         97485
11982*    1246446371789        253692
11988    12304001193509        253727
11994    20787771218987         93662
12000    12139823532437        401108
12006    27502381886561*       119390
12012     8508598910387        477176
12018    16514049961889        181284
12024    20143165063517        120277
12030    11516365519271        288719
12036     3251714343851        138149
12042     7768759065017        242395
12048    16824006767219        191235
12054    23703610112717        186905
12060    13260780119549        278080
12066    14724324630551        134766
12072     8135282188289        188256
12078     9635902462829        231494
12084    14496694482467        133603
12090     8200575207707        332962
12096     2336092261751        148494
12102    14206772175509        206740
12108     7923187195409        223296
12114    37327103171297*        91095
12120     6665022955079        328538
12126    20473788052631        120484
12132    10670409741449        162518
12138*    1344856591289        327922
12144    19292582330597        125940
12150    12750357852359        328780
12156    42404225900831*        82099
12162     9079891374179        167223
12168    10161412231601        296038
12174     3293394793937         83313
12180     6957546873881        415060
12186     9030893683991         87870
12192     4811971962377        249108
12198    14107731631391        178111
12204    25344657465107         81729
12210    24160543943309        427099
12216    23587118019341         79926
12222    16235802785897        285291
12228    20325371774159        146455
12234    10593237206117        123941
12240     8745785703209        259386
12246    11303350820621         89570
12252     6615238672877        216915
12258    17527704405389        144437
12264    24321791686937        119585
12270     9929427645491        239198
12276    11358859771781        147696
12282    12265444042079        161849
12288*    1496875686461        138593
12294    10496032205777         95934
12300    14578591795091        280419
12306    12137321231591        122724
12312    13425975531077        155048
12318    11726061300929        203351
12324    25872853484897         84554
12330    10418908254299        216487
12336    37512341322761         92409
12342     7965040562837        194225
12348    18500420216951        254552
12354    12722064580997         70842
12360     9036468965087        270987
12366    23260877544491         74206
12372    12836256969269        133864
12378    11200967222741        201461
12384    26391700393367         77812
12390    14953216711577        344114
12396    11888494354601         62148
12402    15309715332407        215544
12408     8775357704999        176924
12414    11059004299127         63862
12420     6257031238397        263678
12426    33978195236681         77623
12432     2766946275389        240733
12438     5416461150599        118731
12444     3881009659937         92360
12450     7358527481027        203533
12456    59672888136161*        65759
12462    10351980900377        186166
12468    34543372664039        129711
12474    18756325248707        119557
12480     3994886417231        225314
12486     9344174250401         75834
12492    19226702321777        110123
12498    20453916168479        130712
12504    32787357072947         90889
12510    12215875376099        195438
12516     3109135462001        106439
12522    17299215301007        111960
12528    18587662607849        157056
12534    27026926114127         58950
12540     3144004577321        233284
12546    31896735155951         86193
12552    28606099283819        104279
12558     2172625706309        245038
12564    37860432245267         60338
12570    15696375957191        207113
12576     3927531091871         55568
12582    19994553563447        143656
12588    10619454949709        145354
12594    29111834872037         51602
12600    14171053202531        248493
12606    13498426548701         68735
12612    12284499174989        160903
12618     9928527920999        105490
12624    12377359690307         49646
12630*    2156652267611        227341
12636    25999039528871         60543
12642    19126764207599        177617
12648    20742223708301        140129
12654     9260178000077         75490
12660     9672266388791        157220
12666    21877235179841         47081
12672    28510979654669        157545
12678     6576213219809         91983
12684    11727481135217         82626
12690    14200267101521        172026
12696    32371368070451         77087
12702    31163894235119         99704
12708    35263690375451         96669
12714    19983437316707         88939
12720    21013363129739        137533
12726    10395496137161         78643
12732    27502058086337         94124
12738    16083709574321        167428
12744    38061988586507         46316
12750     9257594702327        148053
12756    21381383037851         57504
12762    14273499215999        100143
12768    15661738076861        176688
12774    13133584519667         43530
12780    13246284033011        196708
12786    35935060886111         48705
12792    14469867168917        104623
12798    39361996204169        111829
12804     9456383556377         58995
12810    15981379535321        205962
12816    37247920753451         52570
12822    11137249159187        105278
12828    27659712822611         91309
12834    12304358602997         45733
12840    18218577621227        160094
12846    26981379975131         53359
12852    26251796214617        148403
12858    35646636130451         76251
12864    38619298298687         53380
12870    17324075162237        176335
12876    25135562255201         46136
12882    33585240193367        119916
12888    11969254720061         81146
12894    38302124068727         80382
12900    26154650169587        114122
12906    13406862561371         49643
12912    30155450505329         82042
12918    43013379967529         83718
12924    21211898199797         55479
12930    11658884210627        112554
12936    21977402402801         79992
12942    35458468085609         69849
12948    12832196521019        121386
12954    23807427775427         41625
12960    22166904387167        131399
12966    52938689216561         46269
12972    20516841496727         87367
12978     3059201247689        135454
12984    40342433213777         34204
12990    19293228411617        150038
12996    50121106522631         40036
13002    28366142479949         94594
13008    15029980359071         88336
13014    10714702090457         32690
13020    25520800545437        197345
13026    33241862064581         46902
13032    16082624589587         90872
13038    31596413702471         69763
13044    13120787858837         35289
13050*    2435613754109        151490
13056    16737577982261         37189
13062    36708145698947        110441
13068    38095968577319         81155
13074    29357920208597         44092
13080    18522939612587        106860
13086    20963372733071         30628
13092    17442231023447         97205
13098     4940385899081         66541
13104    37892143964327         59597
13110    14253863214509        132945
13116    38777471015441         40646
13122    24140743620947         63368
13128    24940364860949         66088
13134    19769055670127         49742
13140    38145855011441         88013
13146    31127070733331         55018
13152    21246570556019         56986
13158    13367710680461        124013
13164    43744306981127         28769
13170    14797612225931         87107
13176    23181577920101         43924
13182    31845924868229         67377
13188     7352995062311         98005
13194    16700573469197         29368
13200    29626157986349        148433
13206    40688754106601         32889
13212    13128497226797         53356
13218    33499493125979         71265
13224    41349541152347         39259
13230    25038329344967        130256
13236    44221434321131         28728
13242    15503958344519         80059
13248    40251110800931         59579
13254    29525905313537         26251
13260    12419996121131        150784
13266    35832742677551         34716
13272    22360860723977         84331
13278    46913342841809         49603
13284    18581762967137         39910
13290    34078244896877         83495
13296    16183956691811         28684
13302    14063205933197         67320
13308    22899201703121         55201
13314     8079114239237         43916
13320    17884487487281         75211
13326    46443707789891         34254
13332    26901198697979         65548
13338    50312993057729         70985
13344    29360687684087         30584
13350    34002709344557         73265
13356    22895937818261         45187
13362    51492013559639         59209
13368     5916902705741         63270
13374    33499408882127         26726
13380    29716921252061         67107
13386    52964911115111         33888
13392    54179526931889         55369
13398    23598682077491        110163
13404    33075794611037         21709
13410    32684204626289         87348
13416    62508380144471*        29238
13422    40247150908667         50428
13428    23927524734341         61521
13434    27908450923817         22430
13440    22055240198219        135081
13446    27153270961961         21631
13452    18722858181947         67176
13458    36816746015249         42404
13464    42250261902257         31226
13470    38252716653269         92062
13476    67719416524391*        21011
13482    34082842467629         67929
13488    37544369975171         49192
13494    45989065185617         32230
13500    29474101694951         64450
13506    41520901552061         22836
13512    30804785225579         54050
13518    75272930420591*        45258
13524    24772565181587         35014
13530     6649417915781         89450
13536    66191571307751         27009
13542    23050475608547         40737
13548    35961150918839         42172
13554    40170286562057         27839
13560    43815175783529         56758
13566    16064379060971         41175
13572    40738767016229         57987
13578    31028499575231         53466
13584    73086977192597         17704
13590    41451905642237         56726
13596    60525935897681         35237
13602     8165511058217         40984
13608    14484857208971         58040
13614    73776908782217         19668
13620    38982756159341         80713
13626    36584475920621         19099
13632    46525237755569         40823
13638    49355245629491         54178
13644    42702617448017         18282
13650    38951357829479        102571
13656    44979222696851         16395
13662    49867207212677         63453
13668    34876650266411         38975
13674    52821488631827         20034
13680    28639690676459         73235
13686    17275105515251         19641
13692    27186796569719         56943
13698    33816850310651         32197
13704    46230493509617         29971
13710    22411586035271         49859
13716    75420663006431*        17193
13722    15523604092037         43106
13728    38394853866461         48669
13734    58194053981597         28190
13740    52072351649399         46285
13746    46218638551511         22545
13752    16655114131259         40142
13758    67182636511091         33662
13764    54504557776817         22480
13770    14609067992837         58729
13776    58028396677001         26882
13782     8279783820899         32631
13788    51785557239041         40458
13794     9881815152827         20503
13800    29342022925547         49006
13806    82954677746441*        27128
13812    34171242434759         28592
13818    28575390433349         56547
13824    41848154825507         14549
13830     6567467263241         66323
13836    66555594542471         17406
13842    13219633874009         27889
13848    17274805418471         39862
13854    37214082289127         13896
13860    11047435299149        102758
13866    91105411429421*        13442
13872    58016701056089         44453
13878    54902604704021         26526
13884    49968282915977         19182
13890    58396680545519         57039
13896    75384544611911         12997
13902    42084351236747         50039
13908    13908980804729         35900
13914    39573444190997         17915
13920    39322975826777         40542
13926    93096927935621*        16846
13932    64871442605339         34731
13938    26001302025659         34862
13944    46335577941377         22361
13950    38124772837979         45208
13956    58539270749651         16301
13962    55837592332097         29577
13968    40610387311721         28666
13974    49911089531267         18772
13980    27937531371479         38008
13986    16441801077941         25700
13992    34636204956887         31106
13998    89009100166661         31053
14004    27319021254527         11596
14010    16237359303677         40034
14016    69830460737951         20925
14022    44751703261379         27426
14028    62139187501049         41069
14034    83407358353217         13231
14040    56183972240897         59894
14046    68562780816611         10988
14052    17149611485117         22308
14058    51105382661369         42917
14064    47964766187417         12645
14070    29954913540047         55522
14076    70396691209721         14044
14082    53993275896797         32722
14088    27074616463619         21152
14094    25709283510107         12597
14100    22766356446929         54305
14106    57844843117511         10683
14112    28249731032057         37900
14118    25304468575229         25253
14124    31235298287747         18625
14130    18673696328291         30890
14136    45703078226261         12631
14142     9641936740619         32055
14148    23150115773009         23376
14154    64798091802077         17457
14160    49261779244241         30992
14166   115941273508871*        16049
14172    61266181015619         22987
14178    87305585324861         22950
14184    80936672256287         13559
14190    36476019439289         38790
14196    78308201341301         20699
14202    30070619610167         19725
14208    13689926640569         28021
14214   113436821936897         13634
14220    42582294962399         31973
14226   108688243856051         12322
14232    54630469885727         21229
14238    78943494070169         31416
14244    63934511200907          9755
14250    81706930123769         45736
14256    93885451507871         11496
14262*    4491437003327         19404
14268    42277971806669         26576
14274    87592362368507         11649
14280    60075563087297         60220
14286   103812411365891          9378
14292    51937156433009         22930
14298    39915217056749         21492
14304    70836837742037          8928
14310    23560022659289         35522
14316    84247173901661          8988
14322    36905547039407         38458
14328   103712664950099         20244
14334    63166099281377         10878
14340    58020525625199         25866
14346    55759546402871         10151
14352    40052749786109         29575
14358    49980231905831         16849
14364    76022825025617         17509
14370    28706673850529         23682
14376    41822081391371         11916
14382    57578434434707         19998
14388    84463046453561         20400
14394    88288572808517         10505
14400    19930525304537         25880
14406    73117024447391         14233
14412    33303929050739         17279
14418    28670123409701         22814
14424    42094285066157          7447
14430    63068037190019         34125
14436*   13104143169251          9877
14442    71692411634399         18298
14448    30471483610361         28421
14454    99208438860407         10926
14460    82425442838747         28615
14466    59147839196261          7202
14472    34438759741847         14685
14478   112081317422549         25564
14484    53491936751807          9264
14490    55559211314177         38648
14496   120626356782341*         7941
14502    26029019193689         19638
14508    21898491472379         17944
14514   116696857173737          7812
14520    40753373679869         39153
14526    73762185891851          6854
14532    21169366095299         25338
14538    71773740936461         14014
14544    87604164844127         10205
14550    70417039474889         21618
14556   102720446416661          7423
14562    31031060133917         21669
14568    38456113428209         13851
14574    41398229243027         10516
14580   121904344135499*        20910
14586    25204971896801         15500
14592    88265768618969         14076
14598    49949997512339         13123
14604    85540047792107          8609
14610    71153819652119         24032
14616    49502456008121         11114
14622    55146963620459         13290
14628    59051989090541         23259
14634    99735252675557          6533
14640    84933834159401         20666
14646    39194469517001          7969
14652    22911510906587         17579
14658    20826635229479         19589
14664    85524851252507          7318
14670    40516144756301         25114
14676   203087680763351*         7427
14682   135478106081489         11589
14688    40919588451191         19380
14694    93073418314697          7127
14700    47089311692051         28002
14706    53255243347331          6637
14712   148434090162599         15003
14718    76177024823309         16584
14724   106870748108627          6191
14730    80088941113859         22826
14736   238739921301491*         5625
14742    38272027654139         27303
14748   101099442073781         10989
14754   158646705786227          7736
14760    67782473349887         19747
14766    37243140494771          6667
14772    75830970042857         14273
14778   116829830236121         10615
14784    50792822165087         11737
14790    71847618561239         19551
14796   105130481566421          7646
14802    87023987830229         10241
14808    80023157422319         11792
14814    67743384017297          7062
14820    59965708805501         21322
14826    50795341163051         10325
14832    16768450971407          9785
14838    92480057198819         13381
14844    52791967011137          5532
14850    36669449954117         20084
14856    53785493877761          7911
14862    94982828476727          9326
14868    28299599891621         16261
14874   132246050391317          6587
14880    56381769247577         20665
14886    43119851777501          4824
14892    46539193198469         12934
14898    99577547336609         15921
14904   102527701056497          5190
14910    85250859541259         23141
14916   141148051676831          5801
14922    81121797713447         13731
14928    28199039095439          9655
14934    77589938574767          5003
14940    36314922998201         21627
14946    44354602785671          4881
14952*   14437327538267         17323
14958    78867781567871         10678
14964    81669977059457          6470
14970    48297186230537         13739
14976   112755656801831          5217
14982    29348532763367         14742
14988   169147850243171          8562
14994    93654221342777          8486
15000   119891573918099         13729
15006   123449747885621          7130
15012    31093835832677          8713
15018   123034547974451          8187
15024   119849519442647          6555
15030    58476754031621         14675
15036   129350843645381          6972
15042    94564524120749          9123
15048    42431348338109         15722
15054   143752912356407          4976
15060    60426941354387         12733
15066    72609992536661          5613
15072   123375102941147          8939
15078    36103282969331         14718
15084   112251737288987          4051
15090    84760136141621         18650
15096    72760225279601          4516
15102   127588149189509          7525
15108    44979839968169         11076
15114   235174338546857          4778
15120    43259152021157         18610
15126   138825378621821          4105
15132    51211894193267         13873
15138    32228521066121          9055
15144   232790164474577          3525
15150    30258104460191         14469
15156   128351793392021          4656
15162    65749988600249         14337
15168    92219909925929          7542
15174    48701969259467          4516
15180   103459313033309         14469
15186   193079960586911          3957
15192    53799293896289          9715
15198   153039389615129          8899
15204    42908678228627          6371
15210    94178034909107         12226
15216   127964137699751          4381
15222    97843036246379          8138
15228    21008614426199          7315
15234   119230090190087          5123
15240    73853558413301         10504
15246    49470961271141          7141
15252    94846705462079          7638
15258    93897412415171          8573
15264   262407297881567*         3851
15270    36315224678477         11581
15276   109780237248431          4816
15282    97266916253789          6127
15288    79262320116689         14184
15294   209815679903147          2997
15300    79270891039511         14080
15306   140235358429121          3178
15312    58119054482219         10327
15318    90645643580939          9124
15324    68304124297697          3075
15330    99849877636979         14876
15336   218646066467201          3765
15342   111892076594297          8800
15348    62166262024619          5670
15354    83089153537967          3496
15360    46500428646629         11293
15366    82559850240821          4078
15372   109213377974819         10249
15378    76846010340641          7338
15384   173223686016167          3749
15390   139913145197741         10567
15396*   18306891187511          2804
15402    73698927453377          9622
15408    95899940479331          5910
15414   110360715059057          4704
15420   113491679802491         10123
15426   130887139237121          4020
15432    47646270498467          5304
15438    75812067172451          6580
15444   122958206289167          5419
15450    61193566098617          7917
15456   117502281124901          4781
15462    70703941018679          5160
15468   104946222761351         10182
15474   253470374132117          2488
15480    70140396381299          8118
15486    83213175832541          4217
15492    94805849612447          5150
15498    62969074924181         10260
15504   117557924444447          3407
15510   102042030710777         13211
15516   152038406922821          2561
15522    42951832719407          5881
15528   102116307401291          6231
15534   115703622456437          2670
15540    75385861606499         14490
15546   229345498248311          2829
15552   116295819909989          7125
15558    46803993051521          4636
15564    57590683063427          2464
15570   136572061657781         10069
15576   200092367726891          3333
15582   186040614871607          8559
15588   138361684023839          4524
15594   291169927432997*         3287
15600   135595207570967          9588
15606   133737563022101          2544
15612   107628780663959          5963
15618   191719738638821          5795
15624   243927331479077          4454
15630    38057038809941          6349
15636   169271344980371          2854
15642   108193600857437          6148
15648    73224192586271          4294
15654   188958778459487          3444
15660    43996207668227          7062
15666    94425998605271          4092
15672    79876915475639          4322
15678    95898126490169          6951
15684   262453624642367          2473
15690    66855660077177          6426
15696   134866781462261          3056
15702    78460554965759          4596
15708   119758543286411          9624
15714   241162098375557          1992
15720*   18853633225211          8302
15726    23493105159701          2045
15732    64274895117527          6295
15738   167220630851861          5472
15744   266596468920497          2238
15750    78517467800621         11389
15756   249985887134981          2265
15762   116147870701229          5457
15768    60665060120459          4265
15774    91539982901207          2717
15780   108825940419071          8670
15786   369279891946631*         1834
15792   122094139619477          6560
15798   156932063452049          4161
15804   251799235035737          2328
15810   147014818188209          8023
15816   100686652854371          2021
15822    61746181829567          5058
15828    28040581955471          3617
15834   122496265004747          3930
15840   148508918822309          6585
15846   272987936899121          2794
15852   190975580111609          3362
15858    28126593659009          3916
15864   224608234781807          2567
15870    90950687183771          5897
15876   193591354221371          3034
15882   107306027449757          4084
15888   198344296960811          5143
15894   351247837774367          1741
15900   203147957734067          5163
15906   184737499010171          2947
15912    63402662069699          4921
15918    69028065889961          5692
15924   155907689810597          1694
15930   173479148739527          7392
15936    69186306833951          1879
15942   185099389951937          3132
15948   141128301126269          5369
15954   308518132720997          1538
15960   132748757829641          9153
15966   246381219178931          1672
15972   133035188606237          5285
15978   164478298788701          3253
15984   132123982306427          1672
15990   221700679429679          7535
15996   235445898806681          2033
16002   187257081080297          4956
16008   243828938378819          3527
16014   122423275493327          2810
16020   186774237021257          4323
16026   278595990704501          1430
16032    59978577450227          3833
16038    99388344402539          3831
16044    70334920639337          2702
16050   238083957049361          4635
16056   132276237033401          2162
16062    93984144859457          3130
16068    66287884388939          3681
16074   270978188541887          2149
16080   127560419069189          5217
16086    33998956261241          2234
16092   334766614819829          2891
16098   142366010445851          3696
16104   147724553435867          1765
16110   147803959660829          4500
16116   208592212384331          2070
16122   269303302475819          3144
16128    79545342386639          4859
16134    96420301978997          1301
16140    37168763813639          5097
16146   347380758742751          1955
16152    81109592728907          3010
16158   105600834593129          3297
16164   370160689147097*         1234
16170    51144827764739          9031
16176   119343910608911          1236
16182   179193126087839          3995
16188   295795269127469          2810
16194   283959332165687          1407
16200   195744073043591          5245
16206   294913825128191          1254
16212   126427675972487          4594
16218   224556030668399          2689
16224   165551505166547          2042
16230   146937782953721          3472
16236   229733502773561          1612
16242    98988858798257          3235
16248   112445469005459          2503
16254   152582868557927          2110
16260    89908700400677          3926
16266   198212491957691          1661
16272   179756888355197          2241
16278   100186500212399          2949
16284   138502159559987          1760
16290    30818121168101          3328
16296   377089897308851*         1935
16302   110148762159209          3875
16308   190818910693919          2975
16314   209496766899767          1021
16320   222422120001929          3781
16326   237584430577421          1841
16332   533024703519197*         2139
16338   369117500139359          3775
16344   294001337386607          1108
16350   112317575098037          4186
16356   288835818790031          1485
16362*   23275487664899          2034
16368   134064666865469          3589
16374   545948375436647*         1028
16380   121909200736889          6396
16386   230695019168771          1087
16392   228399390113159          2946
16398   241563314464499          1865
16404   165328693031207          1109
16410    57699792117857          4525
16416   317032724972981          1082
16422*   23634280586867          3997
16428   298746457595849          2159
16434   303154915665227          1866
16440   136037101776671          2755
16446   226971418833461           940
16452   287874582460499          2686
16458   233697527005379          2794
16464   277294594060037          1513
16470   247342037130479          3018
16476   208920494095991          1344
16482   171765511986149          2166
16488   314206230335969          1962
16494   254892836032067          1308
16500   152448216330959          3573
16506   265533323917091          1467
16512   133858684451837          2091
16518   235572134689301          2370
16524   583083345952097*         1176
16530   140306516822291          3145
16536   395895306170501          1421
16542   337496108373839          1930
16548   172141217217089          2824
16554    97453574230247           928
16560   122155898912459          4387
16566   481812693439391          1251
16572   277523438902907          1619
16578   214314352983161          2259
16584   472575752998667           807
16590*   38533601831027          5933
16596   518769553267961           790
16602   318404151098219          2188
16608   147321889224929          1986
16614   141771397082297          1032
16620   151057039064621          3243
16626   346846663551431           890
16632   275303863279097          3239
16638   234231582956549          1754
16644   412820770010267          1217
16650   312086706008177          2443
16656   286716945781421           832
16662   254369616201719          2078
16668   169855934115911          1615
16674   472697363404727          1401
16680   445650483999401          2395
16686   243479289613871          1026
16692   412313607533939          1878
16698   223306359240299          2051
16704   105033656106947           986
16710   203750421335609          2046
16716   280568879256581          1384
16722   190757040717959          1719
16728   144001443181499          2328
16734   496173598600187           741
16740   189240797647859          2524
16746   402685468557761          1093
16752   310210336492337          1409
16758   220249936451759          2628
16764   125529734614547          1024
16770    99341424784169          3343
16776   162030462901061           680
16782   139823279353607          1311
16788   130180924458521          2122
16794   232536752486957           817
16800    77600894647487          3479
16806   509047440884111           738
16812   231918451132757          1662
16818   277211899717241          1269
16824   264697440759797           720
16830   146045926691849          3738
16836   379888013021681           734
16842   236679184360439          2007
16848    63091190640719          1500
16854   527477382195347           978
16860   322284271278017          1766
16866   155887345734641           652
16872   315513566399177          2486
16878   346720961124821          1299
16884   267898705455287          1076
16890   275414066160641          1747
16896*   43697538391391          1108
16902    62755702775327          1253
16908   291392833691879          1209
16914   646774940494547*          725
16920    62941209093017          2030
16926   162286217588681          1358
16932   117491464153319          1323
16938   235838301343859          1819
16944   404234219456267           552
16950    87127252857011          2038
16956   383846289774221           751
16962   174308203652969          1462
16968   240883222694351          1980
16974   293655457878017           623
16980   242102326254641          2274
16986   183789643000991           724
16992   591204670824587          1183
16998   259915876410161          1504
17004   268284617319287           723
17010   271867055727359          2498
17016   277330971311501           547
17022   330332798038937          1551
17028   256517776633619          1522
17034   150222404708867           603
17040   247550261005181          2020
17046   224873798442281           494
17052   197336235582287          2014
17058   401207035701929          1146
17064   390273437750687           722
17070   367116834273179          1704
17076   347982333910511           501
17082*   56484333976919          1561
17088   298636804750481           979
17094   363791138922557          1096
17100   207977314995179          1790
17106   247980284908901           707
17112   255022460540759          1198
17118   406706716956389          1112
17124   643777103631677           615
17130   225788405133329          1361
17136   131957394519281          1209
17142   247837348290527           837
17148    91522764660179          1206
17154   430917038252297           451
17160   200126536589267          2203
17166   275779651534391           601
17172   308940578775809          1001
17178   337209676809881          1517
17184   568073174993957           515
17190   336078478749989          1649
17196   857615316296381*          395
17202   186722877484067          1147
17208   237130957855301          1152
17214   242902342410317           529
17220   218414106780677          2246
17226   305552962014821           598
17232   262173563653019          1143
17238   363130761641981          1224
17244   366360676383857           397
17250   157819605397409          2137
17256   431597563893371           390
17262   326546849608157          1449
17268   260837715621101           906
17274   500510936038247           555
17280   208693548017819          1235
17286   681936570439151           424
17292   162015406173947          1524
17298   530347398139259           914
17304   188938756069487           711
17310   378985888681529          1135
17316   381730138883141           692
17322   634039362124559           766
17328   450422576612609           832
17334   267581450839907           564
17340   257346583574321          1580
17346   303352156938791           632
17352   499611369430637           707
17358   140806615353359          1291
17364   120348635879777           361
17370   164442975876371          1214
17376   763572565644401           511
17382   533817339405059           882
17388   263328219509261          1353
17394   412384335856847           417
17400    92525499863261          1681
17406   219401903332121           378
17412   219655280472377           681
17418   210514089101189          1038
17424   310039059406847           441
17430   101828830619069          1655
17436   401638861431131           370
17442   179719094143709          1150
17448   333079249035521           862
17454   493247383485947           351
17460   306616797396527          1378
17466   641632769876051           425
17472   226744607977247          1255
17478   277685738779949           808
17484   418859161201097           466
17490   248232556808417          1218
17496   638775743584481           342
17502   355099099153187           796
17508   443438237691731           672
17514   743783544114227           639
17520   524004138655967          1002
17526   224880129736121           490
17532   492662684291819           727
17538   334218639524591           644
17544   611927899257947           513
17550   414373928118809          1111
17556   242651575710371           733
17562   360107403403547           547
17568   394243482486239           853
17574   470990673273467           341
17580   196552453695641          1086
17586   805109687347181           410
17592   419226104079359           611
17598   352733444074619          1159
17604   401872684024037           318
17610   331218797455001          1282
17616   760275066779951           298
17622   219504506857919           720
17628   397691213948981          1004
17634   216499382981927           303
17640   342173671836641          1318
17646   786746900441771           381
17652   171359793834839           794
17658   542361915768971           548
17664   112596604338527           302
17670   762840160904747          1265
17676   720818113882751           274
17682   408884960524067          1029
17688   459392437681601           690
17694  1051468174119107*          323
17700   136386629960387           779
17706   722596165446161           310
17712   248631097671839           906
17718   249399093624389           509
17724   419941291170257           399
17730   178013432190731           933
17736   328379616794351           324
17742   678836896628519           490
17748   234432862364219           650
17754   684221117230247           439
17760   259026945669509           841
17766   852001589229431           381
17772   219822889744439           437
17778   440602840151729           689
17784  1220085055485137*          330
17790   224838562830251           667
17796   351807235384751           342
17802   984899048093549           567
17808   422268559960439           901
17814   428007937603067           251
17820   191675734973537          1285
17826   380181940432751           216
17832   556797989103467           466
17838   570105125323091           634
17844   389121733324997           260
17850   463004553480449          1284
17856   202968248475701           218
17862   696425036713577           840
17868   141381331321271           396
17874   755737719932387           222
17880   411806644150199           844
17886   715434213659861           339
17892   523465834273799           763
17898   421014789407999           471
17904   716645426518907           258
17910   641162540342897           708
17916   555722607865781           245
17922   661945692771227           666
17928   253138742259041           454
17934   609085243885637           392
17940   586866616936877           794
17946  1105049888702411           256
17952   181747493758289           590
17958   164403882929639           411
17964   443895307871357           268
17970   220910537837879           541
17976   122876093280131           408
17982   437290004681477           450
17988   783552860067179           526
17994   832091403121967           249
18000   709444602101507           551
18006   853187987335571           243
18012   330363841758497           423
18018   341159692919291           953
18024  1236318099553247*          172
18030   679951258177589           731
18036  1257973014043181*          178
18042   596418355164659           524
18048   449358275214239           539
18054   376928688367577           223
18060   550057146767837          1080
18066  1180475748749201           150
18072   613247065774337           523
18078   739133048388401           371
18084   118538743622447           191
18090   498839585135189           781
18096  1584571720975721*          240
18102   558059427559967           590
18108   451169692157669           329
18114   325813580157647           213
18120   268598738293211           553
18126   515618060371301           234
18132   382687171663679           424
18138   168548482180031           307
18144   777114696721637           315
18150   318377588118041           701
18156   790858860775661           279
18162   215314864135559           354
18168   303475089731789           354
18174   817088122591397           294
18180   129284913162071           501
18186   185093329221221           247
18192   140603314593479           368
18198   452733517749209           421
18204   415113631390187           169
18210   598118630793881           458
18216   399846120490361           295
18222   565624435945577           328
18228   476512897852151           578
18234   748622091356897           125
18240   126983313825449           735
18246   738770734724831           147
18252   269608703881289           386
18258   701853656306081           541
18264   815403270891707           129
18270   346027988448029           675
18276   636622572680951           187
18282  1184364158084267           490
18288   269267406978611           318
